DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.1070538286419909,0.18021086529082997,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
2,11,0.7228999560938386,0.1162294732352314,2,15.384615384615385,1,7.6923076923076925,1,7.6923076923076925
3,11,0.650378974793698,0.36945757429535503,3,23.076923076923077,2,15.384615384615385,0,0.0
4,11,1.4313617110006194,0.2721861225973554,3,23.076923076923077,3,23.076923076923077,3,23.076923076923077
5,12,1.7156932957814142,0.3239241518834716,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
6,12,0.2699892963904498,0.2033706495650256,0,0.0,0,0.0,0,0.0
7,12,1.7909281124746823,0.6057217350534267,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
8,11,1.8868961554446377,0.3980894768076268,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
9,11,0.790640877081238,0.33717739476657643,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
10,11,0.3881817646029735,0.2251303094155484,1,8.333333333333332,0,0.0,0,0.0
11,11,0.5782683311192284,0.1994754827942462,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
12,11,0.8975704580439751,0.0842799945354617,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
13,11,0.38049652037663306,0.2740753366286007,1,8.333333333333332,0,0.0,0,0.0
14,11,1.8734327365002372,0.5898487038074735,3,25.0,3,25.0,3,25.0
15,11,1.4927915563628473,0.30714090926798865,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
