phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,10,0.05353879827710945,1.239183869611245,طبيعي,High
future_forecast,2,11,0.040025906027412385,0.9403001995072142,طبيعي,Medium
future_forecast,3,12,0.02883709733058358,1.1629325082083666,طبيعي,Medium
future_forecast,4,13,0.020878509705195364,0.8408584376460879,طبيعي,Medium
future_forecast,5,14,0.0183643230809471,0.751546274322865,طبيعي,Medium
future_forecast,6,15,0.020702052282080344,2.2193111338048155,طبيعي,Low
future_forecast,7,1,0.021613968510370923,1.1773033890996536,طبيعي,Low
future_forecast,8,2,0.02571980134400033,1.1346186417912612,طبيعي,Low
future_forecast,9,3,0.0357794322717746,2.0241449983090916,طبيعي,Low
future_forecast,10,4,0.02594231949271371,0.13725039708366055,طبيعي,Low
