day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,8,80.0,40.588233180075235
2,10,8,80.0,32.568960846428254
3,10,3,30.0,36.33564403080692
4,10,4,40.0,78.06000535218827
5,11,2,18.181818181818183,38.61380421433806
6,11,5,45.45454545454545,89.27722648813767
7,11,5,45.45454545454545,42.48318876455954
8,11,7,63.63636363636363,39.50085056905751
9,11,6,54.54545454545454,62.969541170708794
10,11,2,18.181818181818183,48.530779750389264
11,11,2,18.181818181818183,33.90654171681782
12,11,3,27.27272727272727,74.09311109904642
13,11,4,36.36363636363637,66.84165678865484
14,11,7,63.63636363636363,39.49286578457639
15,11,2,18.181818181818183,122.37761152582344
