day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,93.15654372002297
2,10,4,40.0,81.12673792975932
3,10,2,20.0,70.09805262938687
4,10,5,50.0,98.54518668934278
5,11,4,36.36363636363637,155.9281623147333
6,11,6,54.54545454545454,235.0787000030471
7,11,3,27.27272727272727,229.93965427226465
8,11,6,54.54545454545454,76.1220329866789
9,11,3,27.27272727272727,72.39186555281202
10,11,3,27.27272727272727,147.2408352288994
11,11,4,36.36363636363637,98.79088882340604
12,11,3,27.27272727272727,151.20081254626032
13,11,3,27.27272727272727,58.51457502060138
14,11,1,9.090909090909092,12.590152805357736
15,11,1,9.090909090909092,56.576533307718165
