phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.31103674124880026,1.5444587511899057,طبيعي,High
future_forecast,2,10,0.24259307049620482,0.9809784571977205,طبيعي,Medium
future_forecast,3,11,0.17518353883653687,0.6490024962668819,طبيعي,Medium
future_forecast,4,12,0.16864304652319287,0.48390694844905985,طبيعي,Medium
future_forecast,5,13,0.2381915682323902,0.9545369603678502,طبيعي,Medium
future_forecast,6,14,0.17367049184001193,0.5986036610979476,طبيعي,Low
future_forecast,7,15,0.2134145029252389,0.716801939863008,طبيعي,Low
future_forecast,8,1,0.18198293143664301,0.6870247625863453,طبيعي,Low
future_forecast,9,2,0.18010978108409734,0.5209012152168428,طبيعي,Low
future_forecast,10,3,0.2185371105755731,0.9787633673439609,طبيعي,Low
