day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,260.39448471331207
2,10,4,40.0,396.38775793841654
3,10,2,20.0,385.9855031445886
4,10,3,30.0,162.63047535132446
5,11,4,36.36363636363637,73.56800026116531
6,11,4,36.36363636363637,175.36643097527994
7,11,0,0.0,0.0
8,11,3,27.27272727272727,163.28669097799136
9,11,3,27.27272727272727,61.25285128417803
10,11,3,27.27272727272727,243.15131179935307
11,11,2,18.181818181818183,213.24673474171422
12,11,3,27.27272727272727,118.21410458816962
13,11,3,27.27272727272727,40.59424348696515
14,11,6,54.54545454545454,117.46067242280533
15,11,5,45.45454545454545,213.80141945563622
