day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,67.3859200141245
2,10,3,30.0,28.2037976085212
3,10,4,40.0,29.192671611047757
4,10,3,30.0,54.90358734870525
5,11,4,36.36363636363637,10.848461497297995
6,11,7,63.63636363636363,67.09778730540118
7,11,5,45.45454545454545,35.55589657068153
8,11,3,27.27272727272727,28.098304404179895
9,11,3,27.27272727272727,177.25282075757923
10,11,2,18.181818181818183,96.03533955898209
11,11,5,45.45454545454545,39.431538497299584
12,11,5,45.45454545454545,64.01706650672041
13,11,6,54.54545454545454,82.50640825949158
14,11,6,54.54545454545454,146.73030209562765
15,11,3,27.27272727272727,63.29100501123035
