phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.4326985624536818,0.9991315367715269,طبيعي,High
future_forecast,2,10,0.4433245620211143,0.6165703883328494,طبيعي,Medium
future_forecast,3,11,0.3650799031901451,0.9897864719133742,طبيعي,Medium
future_forecast,4,12,0.3656870417425644,1.1011667283176763,طبيعي,Medium
future_forecast,5,13,0.42242487496249465,0.9000370515599999,طبيعي,Medium
future_forecast,6,14,0.40667828623348845,1.0556429978646766,طبيعي,Low
future_forecast,7,15,0.417729633338974,0.9160233968849704,طبيعي,Low
future_forecast,8,1,0.3992729033548972,1.0020730149784898,طبيعي,Low
future_forecast,9,2,0.38823358658594037,0.9493598950707007,طبيعي,Low
future_forecast,10,3,0.32998171872969795,1.0687443805542305,طبيعي,Low
