phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.534662797278215,1.1599160518563851,مرتفع,High
future_forecast,2,10,0.3167450416295944,0.6814016552157823,طبيعي,Medium
future_forecast,3,11,0.29175111014385874,0.8266281608960192,طبيعي,Medium
future_forecast,4,12,0.24162477681016312,1.11423512784783,طبيعي,Medium
future_forecast,5,13,0.16435354267129992,1.5388857467476533,طبيعي,Medium
future_forecast,6,14,0.19650832858879055,0.9833618313342025,طبيعي,Low
future_forecast,7,15,0.1778013285413815,0.8450006781140916,طبيعي,Low
future_forecast,8,1,0.12979260668780906,1.06421927989195,طبيعي,Low
future_forecast,9,2,0.10801528702448206,1.121347459801019,طبيعي,Low
future_forecast,10,3,0.08466892338322803,1.1695520941354085,طبيعي,Low
