Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,8.0,9.0,5.0,True
3,12.0,1.0,7.0,True
4,6.0,13.0,11.0,True
5,13.0,11.0,14.0,True
6,4.0,3.0,2.0,True
7,15.0,12.0,9.0,True
8,3.0,14.0,2.0,True
9,8.0,2.0,10.0,True
10,9.0,15.0,13.0,True
11,5.0,14.0,10.0,True
12,3.0,1.0,4.0,True
13,,,,False
