day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,44.59192828481874
2,10,3,30.0,48.80801326217962
3,10,2,20.0,11.917569871729372
4,10,3,30.0,151.4136887734867
5,11,1,9.090909090909092,17.00370676075673
6,11,2,18.181818181818183,35.40518471288723
7,11,2,18.181818181818183,70.69184788158597
8,11,4,36.36363636363637,121.68075496208712
9,11,4,36.36363636363637,91.65405907782906
10,11,6,54.54545454545454,106.01646869021556
11,11,5,45.45454545454545,114.41463013070192
12,11,5,45.45454545454545,38.61403581781279
13,11,7,63.63636363636363,90.84804010644112
14,11,2,18.181818181818183,91.70039171634014
15,11,5,45.45454545454545,40.70700685503244
