day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,98.89365489458272
2,10,3,30.0,37.54179874309194
3,10,3,30.0,74.60513985802827
4,10,3,30.0,15.906537817364708
5,11,3,27.27272727272727,69.70919448285107
6,11,2,18.181818181818183,119.31414672461412
7,11,5,45.45454545454545,95.03283887112966
8,11,4,36.36363636363637,27.411232239761077
9,11,3,27.27272727272727,101.63408986843986
10,11,2,18.181818181818183,125.87561088142336
11,11,5,45.45454545454545,91.63008280604922
12,11,5,45.45454545454545,65.08542887436663
13,11,5,45.45454545454545,98.55489224296687
14,11,5,45.45454545454545,183.66084483033913
15,11,2,18.181818181818183,17.497839499967547
