Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,11.0,10.0,True
3,2.0,9.0,3.0,True
4,5.0,8.0,11.0,True
5,12.0,8.0,13.0,True
6,12.0,9.0,4.0,True
7,6.0,4.0,8.0,True
8,2.0,12.0,3.0,True
9,8.0,6.0,1.0,True
10,12.0,4.0,15.0,True
11,7.0,14.0,9.0,True
12,12.0,13.0,1.0,True
