Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,6.0,12.0,13.0,True
3,3.0,13.0,5.0,True
4,9.0,10.0,8.0,True
5,4.0,9.0,15.0,True
6,2.0,9.0,3.0,True
7,4.0,2.0,1.0,True
8,11.0,3.0,15.0,True
9,6.0,14.0,1.0,True
10,8.0,9.0,2.0,True
11,12.0,1.0,11.0,True
12,8.0,5.0,3.0,True
13,3.0,4.0,2.0,True
