day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,34.735168115706976
2,10,5,50.0,141.69939813085907
3,10,4,40.0,73.97710200305443
4,10,3,30.0,258.28770746084473
5,11,3,27.27272727272727,46.78543540035943
6,11,5,45.45454545454545,56.940634961959496
7,11,3,27.27272727272727,59.179750415305925
8,11,5,45.45454545454545,43.96864832881993
9,11,3,27.27272727272727,42.58184872615026
10,11,3,27.27272727272727,36.306726966971354
11,11,5,45.45454545454545,78.45571807147628
12,11,6,54.54545454545454,91.91628444396684
13,11,5,45.45454545454545,72.02360293811134
14,11,2,18.181818181818183,64.35028463364877
15,11,2,18.181818181818183,56.58688629050918
