day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,31.27541184082025
2,10,6,60.0,118.46587318923503
3,10,3,30.0,99.89707709518882
4,10,3,30.0,73.57877905985869
5,11,2,18.181818181818183,79.67141311081951
6,11,4,36.36363636363637,231.992934940407
7,11,4,36.36363636363637,182.4704769794282
8,11,7,63.63636363636363,171.60092525697738
9,11,5,45.45454545454545,94.95872625387264
10,11,6,54.54545454545454,210.06230656450256
11,11,5,45.45454545454545,72.9678100516177
12,11,3,27.27272727272727,295.24840436063386
13,11,3,27.27272727272727,213.85492180090975
14,11,2,18.181818181818183,79.11801718766242
15,11,2,18.181818181818183,252.33461537098827
