day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,171.37069922241201
2,10,2,20.0,190.84881551857308
3,10,5,50.0,39.6978854821834
4,10,1,10.0,103.33147704542486
5,11,2,18.181818181818183,46.59792042497747
6,11,4,36.36363636363637,50.47613785420196
7,11,4,36.36363636363637,83.2506573278693
8,11,4,36.36363636363637,39.85700944718408
9,11,5,45.45454545454545,73.0053083056652
10,11,3,27.27272727272727,61.891424184101744
11,11,4,36.36363636363637,53.51847036589369
12,11,2,18.181818181818183,247.67417736204766
13,11,3,27.27272727272727,39.59675365876971
14,11,5,45.45454545454545,32.78329236560266
15,11,2,18.181818181818183,83.17743287100006
