day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,11,3,27.27272727272727,121.7758647095771
2,11,2,18.181818181818183,117.97097327080712
3,11,3,27.27272727272727,70.70172697017583
4,11,5,45.45454545454545,89.26073462194675
5,12,6,50.0,74.94817796066884
6,12,3,25.0,71.00765708147026
7,12,3,25.0,103.95617226585027
8,12,4,33.33333333333333,28.75530553483624
9,12,6,50.0,193.4413051368331
10,12,5,41.66666666666667,147.3843135746814
11,12,4,33.33333333333333,43.81863177081761
12,12,3,25.0,366.0087989157082
13,12,3,25.0,88.7056839911878
14,12,6,50.0,117.71757502663299
15,12,3,25.0,82.65196744371109
