day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,57.69910933472316
2,10,6,60.0,50.2049525686416
3,10,4,40.0,26.402948729434563
4,10,3,30.0,27.477375626564086
5,11,2,18.181818181818183,88.98663193913433
6,11,4,36.36363636363637,77.46718785911973
7,11,4,36.36363636363637,52.13382801393693
8,11,4,36.36363636363637,24.76195280271569
9,11,4,36.36363636363637,53.21341806429862
10,11,3,27.27272727272727,75.53015782456146
11,11,6,54.54545454545454,28.459272236560633
12,11,5,45.45454545454545,20.21771585540398
13,11,4,36.36363636363637,29.905654505000534
14,11,8,72.72727272727273,46.521370941214705
15,11,1,9.090909090909092,100.74411011583835
