phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.3700914151136666,0.8388852285891872,طبيعي,High
future_forecast,2,10,0.36469411708689936,0.7321042900096363,طبيعي,Medium
future_forecast,3,11,0.3236370680144034,0.8076094939062468,طبيعي,Medium
future_forecast,4,12,0.2640964420816547,0.931265529137601,طبيعي,Medium
future_forecast,5,13,0.18779222418826222,1.1549520170244083,طبيعي,Medium
future_forecast,6,14,0.18719410667960773,0.8271923405744583,طبيعي,Low
future_forecast,7,15,0.1613721765822232,0.7921653229909783,طبيعي,Low
future_forecast,8,1,0.10033465274811554,1.0270621887395583,طبيعي,Low
future_forecast,9,2,0.06735457326717587,1.1446489996510951,طبيعي,Low
future_forecast,10,3,0.07086602586757666,0.8302722308946691,طبيعي,Low
