day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,11,6,54.54545454545454,104.18588928391131
2,11,4,36.36363636363637,63.352156226519504
3,11,2,18.181818181818183,115.45539608029577
4,11,3,27.27272727272727,104.53076379669028
5,12,8,66.66666666666666,41.10227775579648
6,12,4,33.33333333333333,68.9793311929762
7,12,5,41.66666666666667,262.7931571882573
8,12,6,50.0,100.46284042277007
9,12,4,33.33333333333333,65.54749454215099
10,12,7,58.333333333333336,33.297695662940725
11,12,6,50.0,42.0308164188321
12,12,2,16.666666666666664,92.67731577560913
13,12,2,16.666666666666664,131.62055898305738
14,12,3,25.0,76.38151613938146
15,12,6,50.0,64.30406191297125
