day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,4,44.44444444444444,35.45512521463091
2,9,2,22.22222222222222,401.2009073196773
3,9,5,55.55555555555556,110.17283317087447
4,9,3,33.33333333333333,334.5766880012159
5,10,3,30.0,47.858471549270064
6,10,5,50.0,126.7405968399506
7,10,3,30.0,109.77225226897646
8,10,5,50.0,250.0408361111128
9,10,5,50.0,211.0996225354812
10,10,4,40.0,178.51717870631998
11,10,4,40.0,110.03982751766975
12,10,3,30.0,38.77265764201501
13,10,4,40.0,92.60043966891575
14,10,5,50.0,191.35724612194045
15,10,5,50.0,58.20150529513596
