day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,59.795191550930355
2,10,5,50.0,123.79074919026493
3,10,4,40.0,63.51504436647943
4,10,6,60.0,36.730271602101006
5,11,4,36.36363636363637,39.113916812687904
6,11,7,63.63636363636363,24.415940251983844
7,11,7,63.63636363636363,67.6038530418944
8,11,2,18.181818181818183,85.70960124457885
9,11,5,45.45454545454545,36.47346395070158
10,11,2,18.181818181818183,79.3143399461728
11,11,4,36.36363636363637,122.06002742558738
12,11,5,45.45454545454545,80.04942151954596
13,11,6,54.54545454545454,49.61760109806419
14,11,4,36.36363636363637,52.59288427578194
15,11,3,27.27272727272727,42.56748109155533
