day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,165.13271376367965
2,10,3,30.0,134.657571253783
3,10,3,30.0,96.27501099161357
4,10,2,20.0,331.5356937642615
5,11,3,27.27272727272727,60.887186231142046
6,11,7,63.63636363636363,307.7581043390033
7,11,5,45.45454545454545,228.38003898672014
8,11,3,27.27272727272727,167.18518210353113
9,11,4,36.36363636363637,110.18373529683731
10,11,4,36.36363636363637,182.7956145962462
11,11,4,36.36363636363637,219.01839645102513
12,11,4,36.36363636363637,153.49350289458022
13,11,6,54.54545454545454,43.82386020263672
14,11,3,27.27272727272727,63.793286822987824
15,11,4,36.36363636363637,112.8713355295379
