phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.02125337917112788,0.9789233260728825,طبيعي,High
future_forecast,2,10,0.017972592030567225,0.9858937236709129,طبيعي,Medium
future_forecast,3,11,0.03150833816138394,1.0140628747229075,طبيعي,Medium
future_forecast,4,12,0.027224234083227175,0.7619496624613279,طبيعي,Medium
future_forecast,5,13,0.03195880757722748,0.9640190993404125,طبيعي,Medium
future_forecast,6,14,0.05121623785391241,0.6842224130901848,طبيعي,Low
future_forecast,7,15,0.03277468772436001,0.7267276831360566,طبيعي,Low
future_forecast,8,1,0.025542862657251385,0.930573820940576,طبيعي,Low
future_forecast,9,2,0.05256259651080505,1.0548467940344912,طبيعي,Low
future_forecast,10,3,0.08041995792633864,0.6998219224203738,طبيعي,Low
