Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,12.0,11.0,8.0,True
3,9.0,8.0,10.0,True
4,9.0,7.0,8.0,True
5,13.0,6.0,2.0,True
6,13.0,1.0,2.0,True
7,14.0,6.0,5.0,True
8,8.0,1.0,12.0,True
9,14.0,7.0,6.0,True
10,6.0,13.0,14.0,True
11,2.0,1.0,3.0,True
12,6.0,2.0,3.0,True
13,2.0,3.0,1.0,True
