Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,11.0,10.0,True
3,10.0,11.0,5.0,True
4,7.0,5.0,1.0,True
5,12.0,5.0,9.0,True
6,5.0,9.0,12.0,True
7,2.0,11.0,1.0,True
8,3.0,2.0,14.0,True
9,12.0,14.0,4.0,True
10,6.0,15.0,5.0,True
11,2.0,5.0,11.0,True
12,6.0,9.0,4.0,True
