day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,74.37486668927427
2,10,6,60.0,231.41083602115145
3,10,6,60.0,80.04145690389505
4,10,4,40.0,52.90783114334801
5,11,6,54.54545454545454,33.1965119879317
6,11,4,36.36363636363637,136.0277353140544
7,11,3,27.27272727272727,156.71057929707578
8,11,5,45.45454545454545,29.43338821219146
9,11,4,36.36363636363637,40.971764630970114
10,11,4,36.36363636363637,73.3542148877426
11,11,2,18.181818181818183,96.4676551333877
12,11,4,36.36363636363637,184.572214844065
13,11,3,27.27272727272727,171.4172176913298
14,11,3,27.27272727272727,197.95065009454956
15,11,5,45.45454545454545,193.44109023639447
