Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,12.0,7.0,10.0,True
3,12.0,13.0,7.0,True
4,5.0,6.0,8.0,True
5,4.0,5.0,2.0,True
6,14.0,3.0,15.0,True
7,3.0,2.0,7.0,True
8,1.0,2.0,15.0,True
9,8.0,7.0,2.0,True
10,2.0,8.0,3.0,True
11,15.0,14.0,12.0,True
12,1.0,12.0,10.0,True
13,,,,False
