Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,5.0,13.0,6.0,True
3,7.0,3.0,14.0,True
4,11.0,12.0,6.0,True
5,14.0,11.0,12.0,True
6,14.0,10.0,12.0,True
7,3.0,1.0,2.0,True
8,15.0,11.0,14.0,True
9,2.0,3.0,13.0,True
10,13.0,11.0,12.0,True
11,15.0,1.0,14.0,True
12,1.0,2.0,11.0,True
13,3.0,8.0,6.0,True
