day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,2,22.22222222222222,54.2986379309231
2,9,4,44.44444444444444,53.78898451419052
3,9,4,44.44444444444444,86.31676701174884
4,9,5,55.55555555555556,238.12204322165726
5,10,5,50.0,47.000403611615354
6,10,3,30.0,83.40875014663548
7,10,3,30.0,86.96623996953296
8,10,4,40.0,95.22895351119263
9,10,3,30.0,197.94192325279815
10,10,3,30.0,51.10065372097733
11,10,4,40.0,131.92315666983362
12,10,3,30.0,114.96150424584023
13,10,1,10.0,4.679466824386069
14,10,2,20.0,240.2065486139747
15,10,2,20.0,264.6875292491336
