day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,187.69028045930486
2,10,3,30.0,183.59625925993421
3,10,6,60.0,68.8076006882428
4,10,3,30.0,190.87001116918532
5,11,2,18.181818181818183,35.360408538616014
6,11,3,27.27272727272727,155.4571832615287
7,11,3,27.27272727272727,183.65819505007326
8,11,5,45.45454545454545,112.77593225740831
9,11,7,63.63636363636363,111.46134078547377
10,11,4,36.36363636363637,85.5819190757868
11,11,3,27.27272727272727,52.86777129076841
12,11,3,27.27272727272727,18.95113327319569
13,11,2,18.181818181818183,39.795057931093375
14,11,2,18.181818181818183,170.64867869328847
15,11,3,27.27272727272727,128.0168634179737
