day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,25.145571337985274
2,10,4,40.0,29.30271030563891
3,10,1,10.0,6.345330432679108
4,10,4,40.0,269.4961366829627
5,11,1,9.090909090909092,16.09415786784276
6,11,3,27.27272727272727,39.237581207587
7,11,4,36.36363636363637,29.820493102015725
8,11,5,45.45454545454545,46.942901638210074
9,11,5,45.45454545454545,36.375573823226645
10,11,5,45.45454545454545,69.98174197562042
11,11,5,45.45454545454545,28.574290577169513
12,11,4,36.36363636363637,55.24327127704128
13,11,5,45.45454545454545,46.5358222472171
14,11,5,45.45454545454545,31.024239658329783
15,11,3,27.27272727272727,34.11395516602618
