day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,117.84288635154675
2,10,4,40.0,136.7523005796528
3,10,1,10.0,589.3702436745581
4,10,2,20.0,283.36354737012795
5,11,4,36.36363636363637,160.38933974293602
6,11,6,54.54545454545454,111.28110338056483
7,11,6,54.54545454545454,86.72099211882598
8,11,5,45.45454545454545,93.05716703449343
9,11,5,45.45454545454545,53.34977513619367
10,11,4,36.36363636363637,77.63624607320497
11,11,6,54.54545454545454,144.8797808914254
12,11,8,72.72727272727273,119.7750903778314
13,11,2,18.181818181818183,51.08396133830055
14,11,1,9.090909090909092,46.56138979643867
15,11,4,36.36363636363637,77.6616422815994
