Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,10.0,11.0,12.0,True
3,10.0,3.0,7.0,True
4,9.0,14.0,7.0,True
5,3.0,9.0,10.0,True
6,4.0,7.0,10.0,True
7,5.0,9.0,14.0,True
8,2.0,4.0,5.0,True
9,2.0,1.0,11.0,True
10,9.0,8.0,7.0,True
11,8.0,14.0,15.0,True
12,6.0,13.0,3.0,True
13,,,,False
