DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.4264295725333136,0.9459461090200839,4,30.76923076923077,4,30.76923076923077,2,15.384615384615385
2,11,1.1165125815012151,1.163104896014542,5,38.46153846153847,3,23.076923076923077,1,7.6923076923076925
3,11,0.9849056926844763,0.8316115923797217,3,23.076923076923077,1,7.6923076923076925,1,7.6923076923076925
4,11,1.4162273237692802,1.3262382165599214,7,53.84615384615385,5,38.46153846153847,3,23.076923076923077
5,12,0.7917622320367643,0.6671618337916124,3,23.076923076923077,0,0.0,0,0.0
6,12,1.5725740351624926,0.6701032786784284,3,23.076923076923077,1,7.6923076923076925,1,7.6923076923076925
7,11,0.8160279497324896,0.8249154480031456,1,8.333333333333332,1,8.333333333333332,0,0.0
8,11,0.7571131475819157,0.6829266066142825,2,16.666666666666664,0,0.0,0,0.0
9,11,0.7945146112213052,0.8383550935955468,0,0.0,0,0.0,0,0.0
10,11,0.8861847002538689,0.7006812734306996,2,16.666666666666664,2,16.666666666666664,0,0.0
11,11,0.9063930781368296,0.8830675682317668,3,25.0,1,8.333333333333332,0,0.0
12,11,1.4940678688279632,0.946611757554189,4,33.33333333333333,3,25.0,1,8.333333333333332
13,11,1.2940891777651122,1.0430392902878567,3,25.0,2,16.666666666666664,1,8.333333333333332
14,11,1.110969048445224,0.8586145008939744,3,25.0,3,25.0,2,16.666666666666664
15,11,0.7746055890955961,0.6189672683937543,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
