day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,103.36462654311846
2,10,3,30.0,164.41353645414407
3,10,4,40.0,111.56070202835826
4,10,4,40.0,167.48455608072467
5,11,3,27.27272727272727,97.03704319567662
6,11,0,0.0,0.0
7,11,2,18.181818181818183,116.34364222398764
8,11,4,36.36363636363637,201.33632889749438
9,11,3,27.27272727272727,48.34869581336364
10,11,4,36.36363636363637,238.33111955304673
11,11,6,54.54545454545454,190.72747407148236
12,11,2,18.181818181818183,148.6961127417517
13,11,2,18.181818181818183,49.23166152717824
14,11,5,45.45454545454545,285.5986439394488
15,11,6,54.54545454545454,318.60828037387137
