day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,6,60.0,47.43793678554332
2,10,6,60.0,34.71873551174385
3,10,7,70.0,21.628187901800917
4,10,4,40.0,45.24652714076968
5,11,2,18.181818181818183,57.82542474384191
6,11,6,54.54545454545454,83.50062174463567
7,11,7,63.63636363636363,61.98487570147428
8,11,5,45.45454545454545,28.089918228777908
9,11,5,45.45454545454545,27.001637324661765
10,11,2,18.181818181818183,46.17011342160188
11,11,3,27.27272727272727,38.162404956179735
12,11,4,36.36363636363637,7.267241202575053
13,11,4,36.36363636363637,69.4434976205238
14,11,7,63.63636363636363,39.874661016645454
15,11,4,36.36363636363637,42.393978419394436
