day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,67.69267439543567
2,10,5,50.0,87.1620647331006
3,10,5,50.0,83.05750756141904
4,10,5,50.0,243.98147258524378
5,11,4,36.36363636363637,55.273435086649286
6,11,3,27.27272727272727,40.69827927809841
7,11,4,36.36363636363637,32.93628377802871
8,11,2,18.181818181818183,45.9937336114349
9,11,7,63.63636363636363,43.157557791182185
10,11,3,27.27272727272727,28.851771090228937
11,11,4,36.36363636363637,65.49193490020384
12,11,2,18.181818181818183,73.03848515964683
13,11,5,45.45454545454545,41.60874711132841
14,11,6,54.54545454545454,48.991669561507166
15,11,2,18.181818181818183,72.03620327826492
