day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,703.7916792306793
2,10,2,20.0,70.15155632903264
3,10,0,0.0,0.0
4,10,3,30.0,33.576064341222164
5,11,1,9.090909090909092,151.97880903932517
6,11,0,0.0,0.0
7,11,3,27.27272727272727,107.02911172759417
8,11,5,45.45454545454545,124.58140328017726
9,11,3,27.27272727272727,369.58438196762773
10,11,4,36.36363636363637,168.83614824964718
11,11,6,54.54545454545454,90.73615606627942
12,11,6,54.54545454545454,365.5634499487114
13,11,2,18.181818181818183,135.14913642348742
14,11,3,27.27272727272727,372.66262692499214
15,11,1,9.090909090909092,22.047743473959258
