day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,45.16398624057899
2,10,3,30.0,228.40761750311398
3,10,4,40.0,124.75393980650374
4,10,2,20.0,29.209719223329788
5,11,2,18.181818181818183,32.188992934280435
6,11,3,27.27272727272727,18.421587285579545
7,11,3,27.27272727272727,108.4017949768007
8,11,4,36.36363636363637,106.83639810930124
9,11,3,27.27272727272727,129.79669051508748
10,11,5,45.45454545454545,150.9228165512769
11,11,4,36.36363636363637,52.11207213052677
12,11,3,27.27272727272727,140.50477150795322
13,11,5,45.45454545454545,154.4662307962057
14,11,6,54.54545454545454,303.8019497656315
15,11,3,27.27272727272727,211.23888607455493
