Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,14.0,13.0,True
3,12.0,4.0,5.0,True
4,4.0,1.0,6.0,True
5,2.0,14.0,3.0,True
6,1.0,4.0,2.0,True
7,14.0,10.0,11.0,True
8,13.0,12.0,1.0,True
9,4.0,10.0,8.0,True
10,13.0,14.0,15.0,True
11,1.0,12.0,2.0,True
12,6.0,4.0,3.0,True
