day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,46.72085822595359
2,10,5,50.0,110.35519995753964
3,10,4,40.0,118.92345967952747
4,10,4,40.0,68.52521046335617
5,11,3,27.27272727272727,149.57123707216127
6,11,3,27.27272727272727,8.803428862480438
7,11,2,18.181818181818183,24.556266757458335
8,11,3,27.27272727272727,266.1522836691951
9,11,5,45.45454545454545,80.3695224472898
10,11,2,18.181818181818183,215.76965789619572
11,11,5,45.45454545454545,46.48637716851834
12,11,5,45.45454545454545,98.31766784939916
13,11,2,18.181818181818183,248.77516594908602
14,11,4,36.36363636363637,155.36930492846034
15,11,3,27.27272727272727,86.5871859454578
