phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,8,0.1636826187752347,1.1703194550951836,طبيعي,High
future_forecast,2,9,0.08653216679577756,0.7738706911593188,طبيعي,Medium
future_forecast,3,10,0.07127134743302704,0.3475122762703873,طبيعي,Medium
future_forecast,4,11,0.10179556612872179,0.8007564550480505,طبيعي,Medium
future_forecast,5,12,0.23208660366202843,0.7044648945150412,طبيعي,Medium
future_forecast,6,13,0.14101251328706862,1.5246441419760755,طبيعي,Low
future_forecast,7,14,0.07810290119934449,0.48775962171579024,طبيعي,Low
future_forecast,8,15,0.04995142093155313,0.5440590878590249,طبيعي,Low
future_forecast,9,1,0.11181762723895876,0.69446792641566,طبيعي,Low
future_forecast,10,2,0.16143391838352128,2.1295484221174394,طبيعي,Low
