day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,114.83334298235316
2,10,3,30.0,79.76805245478776
3,10,7,70.0,70.0615866481876
4,10,3,30.0,75.77185752261083
5,11,2,18.181818181818183,136.21363339835668
6,11,3,27.27272727272727,80.96996497242728
7,11,5,45.45454545454545,138.52398809194602
8,11,6,54.54545454545454,63.3847276661651
9,11,6,54.54545454545454,101.52107407652555
10,11,4,36.36363636363637,82.96247719146277
11,11,3,27.27272727272727,80.61834847912492
12,11,0,0.0,0.0
13,11,3,27.27272727272727,94.80886514751103
14,11,3,27.27272727272727,31.04721327706274
15,11,2,18.181818181818183,22.55122415552467
