DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.171645143158159,0.6897156049558235,5,38.46153846153847,3,23.076923076923077,2,15.384615384615385
2,11,1.2801023232349864,0.8547330253856399,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
3,11,1.131770792549901,0.5081216803295763,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
4,11,1.140791151723021,0.6540980348566874,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
5,12,1.1827473560099084,0.5421948984568713,4,30.76923076923077,3,23.076923076923077,2,15.384615384615385
6,12,1.2863935029175904,0.8859755495635413,4,30.76923076923077,3,23.076923076923077,3,23.076923076923077
7,12,1.1212022836239257,0.8057706309692652,4,30.76923076923077,4,30.76923076923077,2,15.384615384615385
8,11,1.1019394296122156,0.7377248082557765,5,41.66666666666667,3,25.0,2,16.666666666666664
9,11,0.911839898983201,0.7928844888696968,3,25.0,1,8.333333333333332,1,8.333333333333332
10,11,0.9855815913945805,0.7279531286663882,3,25.0,3,25.0,1,8.333333333333332
11,11,1.6120269294554517,1.2340091291147917,5,41.66666666666667,2,16.666666666666664,2,16.666666666666664
12,11,1.7577592019716326,1.3016121277421522,6,50.0,5,41.66666666666667,2,16.666666666666664
13,11,0.7611187027883294,0.6181069723564221,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
14,11,0.6667822404473873,0.5821415094898228,1,8.333333333333332,0,0.0,0,0.0
15,11,0.9900074547067438,0.7130756902785319,3,25.0,2,16.666666666666664,1,8.333333333333332
