day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,149.3868079402985
2,10,4,40.0,66.30175945991466
3,10,5,50.0,107.4452849915812
4,10,2,20.0,19.748017331474355
5,11,4,36.36363636363637,39.10436175498581
6,11,5,45.45454545454545,38.16806769419684
7,11,6,54.54545454545454,107.77621085461942
8,11,3,27.27272727272727,98.1004532718995
9,11,3,27.27272727272727,137.31283791206172
10,11,5,45.45454545454545,32.08726219281918
11,11,4,36.36363636363637,46.12808164340624
12,11,5,45.45454545454545,130.460888682036
13,11,5,45.45454545454545,42.26546269471115
14,11,3,27.27272727272727,91.21210023215305
15,11,3,27.27272727272727,45.78955323348318
