day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,101.77328116642835
2,10,2,20.0,291.1618338908188
3,10,2,20.0,90.50973541422256
4,10,2,20.0,94.57736141757889
5,11,5,45.45454545454545,155.5481748479814
6,11,7,63.63636363636363,263.22825214181233
7,11,4,36.36363636363637,256.6984961558696
8,11,4,36.36363636363637,104.1895367201991
9,11,6,54.54545454545454,75.90342033053314
10,11,5,45.45454545454545,244.47143407430295
11,11,4,36.36363636363637,190.51771806624282
12,11,4,36.36363636363637,110.23245759959839
13,11,2,18.181818181818183,196.8063552902238
14,11,5,45.45454545454545,66.17411452625153
15,11,4,36.36363636363637,311.23905811391626
