Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,11.0,7.0,8.0,True
3,2.0,13.0,3.0,True
4,7.0,8.0,6.0,True
5,13.0,2.0,3.0,True
6,13.0,14.0,11.0,True
7,3.0,8.0,13.0,True
8,11.0,8.0,3.0,True
9,11.0,8.0,7.0,True
10,13.0,10.0,7.0,True
11,4.0,14.0,7.0,True
12,13.0,14.0,9.0,True
13,6.0,4.0,3.0,True
