day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,40.08836079274497
2,10,5,50.0,28.49526560396601
3,10,4,40.0,52.97595824156221
4,10,4,40.0,18.30805066830011
5,11,1,9.090909090909092,11.337533165481606
6,11,5,45.45454545454545,27.70171725655818
7,11,6,54.54545454545454,27.637197292138154
8,11,7,63.63636363636363,67.1595238477757
9,11,4,36.36363636363637,41.25920884745208
10,11,4,36.36363636363637,76.2431449126424
11,11,6,54.54545454545454,54.96248423944156
12,11,6,54.54545454545454,28.915827361981922
13,11,4,36.36363636363637,149.4516400988046
14,11,7,63.63636363636363,75.25371698444347
15,11,4,36.36363636363637,54.56715124010472
