DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,2.091543020734639,1.2157476031821581,5,38.46153846153847,4,30.76923076923077,4,30.76923076923077
2,11,0.4522880387430235,0.38243089738735325,0,0.0,0,0.0,0,0.0
3,11,1.170519187254387,0.7728531855955678,4,30.76923076923077,4,30.76923076923077,3,23.076923076923077
4,11,0.7145774626677518,0.0396235760277365,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
5,12,0.8524189170072302,0.5196741982703651,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
6,12,1.8772994200550996,0.7029819315658503,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
7,11,1.073812932433873,0.7623996221067548,4,33.33333333333333,2,16.666666666666664,1,8.333333333333332
8,11,1.2305493587889458,0.40390723317552585,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
9,11,1.9613073994722263,0.6405655247417075,4,33.33333333333333,3,25.0,2,16.666666666666664
10,11,0.36863074757738373,0.31037093111279335,0,0.0,0,0.0,0,0.0
11,11,0.8969030913110999,0.30726256983240224,3,25.0,2,16.666666666666664,2,16.666666666666664
12,11,0.6394097159748725,0.8249172536705424,0,0.0,0,0.0,0,0.0
13,11,0.27750802565741206,0.24935628133893484,0,0.0,0,0.0,0,0.0
14,11,0.3957648137064828,0.2874008128507838,0,0.0,0,0.0,0,0.0
15,11,1.45599718659484,1.0232513908040513,4,33.33333333333333,4,33.33333333333333,3,25.0
