day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,190.9188521654392
2,10,2,20.0,65.10606087169442
3,10,6,60.0,82.12132776237367
4,10,6,60.0,178.00537649295708
5,11,4,36.36363636363637,45.118100217458306
6,11,6,54.54545454545454,112.7892999336173
7,11,3,27.27272727272727,43.89114445858625
8,11,2,18.181818181818183,66.5728088412775
9,11,2,18.181818181818183,78.65492019751773
10,11,5,45.45454545454545,77.52900881448689
11,11,3,27.27272727272727,105.58185946468996
12,11,5,45.45454545454545,68.7793643231649
13,11,4,36.36363636363637,34.80349088906745
14,11,4,36.36363636363637,158.11820024142088
15,11,2,18.181818181818183,44.349990101490945
