Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,11.0,5.0,12.0,True
3,12.0,8.0,2.0,True
4,9.0,8.0,10.0,True
5,7.0,15.0,11.0,True
6,5.0,4.0,2.0,True
7,11.0,10.0,9.0,True
8,9.0,7.0,4.0,True
9,1.0,4.0,13.0,True
10,15.0,5.0,1.0,True
11,9.0,6.0,8.0,True
12,2.0,9.0,7.0,True
13,3.0,2.0,6.0,True
