phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,10,0.18775843534240827,0.9110413329318742,طبيعي,High
future_forecast,2,11,0.18911864511317228,0.621342309108507,طبيعي,Medium
future_forecast,3,12,0.2137854518097254,0.6509295128507655,طبيعي,Medium
future_forecast,4,13,0.23225521683560363,0.8114546744789869,طبيعي,Medium
future_forecast,5,14,0.246836944124987,0.9978870709600037,طبيعي,Medium
future_forecast,6,15,0.2353748347675441,2.076883373859921,طبيعي,Low
future_forecast,7,1,0.25327370291495305,1.929246997791691,طبيعي,Low
future_forecast,8,2,0.30330058029383816,0.7024099435948782,طبيعي,Low
future_forecast,9,3,0.3129398886345303,0.7437228212752836,طبيعي,Low
future_forecast,10,4,0.31605366155833775,0.7737122222786493,طبيعي,Low
