Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,7.0,9.0,8.0,True
3,15.0,3.0,6.0,True
4,6.0,2.0,3.0,True
5,7.0,5.0,8.0,True
6,2.0,15.0,13.0,True
7,7.0,3.0,8.0,True
8,7.0,4.0,2.0,True
9,7.0,14.0,3.0,True
10,1.0,7.0,14.0,True
11,5.0,6.0,7.0,True
12,7.0,14.0,1.0,True
13,6.0,4.0,2.0,True
