phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.06795181578789211,1.0865950210467528,طبيعي,High
future_forecast,2,10,0.11399619350348983,1.1067102479529134,طبيعي,Medium
future_forecast,3,11,0.13319049756611157,1.0016516485430123,طبيعي,Medium
future_forecast,4,12,0.13298273615051295,1.1175527910776142,طبيعي,Medium
future_forecast,5,13,0.15685183196721142,1.0954989622353664,طبيعي,Medium
future_forecast,6,14,0.18133210796691174,1.1197741915366484,طبيعي,Low
future_forecast,7,15,0.2714547099528127,0.6452565949535147,طبيعي,Low
future_forecast,8,1,0.22341050119781483,1.2411283754975435,طبيعي,Low
future_forecast,9,2,0.28055081916043534,1.0970307028863517,طبيعي,Low
future_forecast,10,3,0.34753235343832267,0.8485956494422141,طبيعي,Low
