day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,14.117205063727578
2,10,3,30.0,72.60615056600246
3,10,7,70.0,90.71234348452005
4,10,3,30.0,41.87231690374448
5,11,6,54.54545454545454,51.46351096793196
6,11,4,36.36363636363637,48.335776135421185
7,11,5,45.45454545454545,60.411909100076045
8,11,2,18.181818181818183,39.98122141852707
9,11,3,27.27272727272727,125.34910588654509
10,11,3,27.27272727272727,86.18372284291466
11,11,4,36.36363636363637,155.5932125015794
12,11,4,36.36363636363637,45.699959698330346
13,11,6,54.54545454545454,32.65604085949211
14,11,4,36.36363636363637,43.0058892021259
15,11,3,27.27272727272727,56.818986487492204
