day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,48.14411145078041
2,10,0,0.0,0.0
3,10,3,30.0,32.80653998645784
4,10,4,40.0,31.334928304117152
5,11,6,54.54545454545454,98.23196647726526
6,11,4,36.36363636363637,94.63221044469738
7,11,3,27.27272727272727,135.14064963404493
8,11,3,27.27272727272727,91.08897007761949
9,11,3,27.27272727272727,37.49374680849837
10,11,5,45.45454545454545,54.62187577282102
11,11,2,18.181818181818183,55.05392755394929
12,11,4,36.36363636363637,117.37236994168339
13,11,6,54.54545454545454,103.30967703909197
14,11,4,36.36363636363637,156.95961545541417
15,11,3,27.27272727272727,131.97575414305456
