DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.1581176751376834,0.4830773811440543,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
2,11,1.2575290876781213,0.11493350119522358,4,30.76923076923077,3,23.076923076923077,2,15.384615384615385
3,11,1.0916967129018291,0.5866934808111278,3,23.076923076923077,3,23.076923076923077,2,15.384615384615385
4,11,1.2105120428083556,0.5781159983386701,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
5,12,0.9258090180742359,0.21182763039317143,3,23.076923076923077,3,23.076923076923077,2,15.384615384615385
6,12,0.4803238899288031,0.199042410312825,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
7,12,0.9745749222519174,0.6778037817269142,4,30.76923076923077,4,30.76923076923077,1,7.6923076923076925
8,11,0.8351778161350353,0.4502131494125394,4,33.33333333333333,1,8.333333333333332,1,8.333333333333332
9,11,0.6984494071636832,0.42216445984285256,3,25.0,1,8.333333333333332,0,0.0
10,11,1.9251799456479637,0.9920174531514035,5,41.66666666666667,5,41.66666666666667,4,33.33333333333333
11,11,0.37028923836784683,0.421984337043617,0,0.0,0,0.0,0,0.0
12,11,0.7350693101891302,0.3472013741864915,3,25.0,3,25.0,1,8.333333333333332
13,11,1.2447694004942667,0.29514244722279154,3,25.0,3,25.0,3,25.0
14,11,2.0014843940428193,0.8531545725121618,4,33.33333333333333,4,33.33333333333333,4,33.33333333333333
15,11,1.5660977335071855,1.4216757172877266,6,50.0,5,41.66666666666667,4,33.33333333333333
