day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,84.29281267909293
2,10,6,60.0,63.67365373362293
3,10,7,70.0,78.45268454221693
4,10,5,50.0,137.5368012907756
5,11,5,45.45454545454545,28.931466678244227
6,11,8,72.72727272727273,21.387135014780043
7,11,4,36.36363636363637,194.52764019945496
8,11,4,36.36363636363637,192.10148954425645
9,11,5,45.45454545454545,54.147502211450515
10,11,4,36.36363636363637,46.51124542154987
11,11,6,54.54545454545454,48.74304711817113
12,11,3,27.27272727272727,31.41392362579771
13,11,3,27.27272727272727,141.71435030833757
14,11,3,27.27272727272727,132.7417800786161
15,11,4,36.36363636363637,34.36672950451552
