Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,8.0,6.0,7.0,True
3,14.0,6.0,12.0,True
4,2.0,10.0,5.0,True
5,4.0,5.0,7.0,True
6,7.0,6.0,12.0,True
7,15.0,2.0,7.0,True
8,12.0,15.0,7.0,True
9,8.0,5.0,9.0,True
10,15.0,5.0,6.0,True
11,10.0,1.0,5.0,True
12,5.0,6.0,9.0,True
13,5.0,4.0,3.0,True
