day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,125.78910120311394
2,10,5,50.0,267.3607446536869
3,10,4,40.0,149.10721483115447
4,10,3,30.0,220.2113743036799
5,11,5,45.45454545454545,200.5572004882866
6,11,1,9.090909090909092,194.86366518706402
7,11,3,27.27272727272727,314.1662052607387
8,11,4,36.36363636363637,241.03767295514632
9,11,2,18.181818181818183,936.9723221505515
10,11,1,9.090909090909092,18.495395660995783
11,11,2,18.181818181818183,152.78326062708973
12,11,2,18.181818181818183,65.37942591989805
13,11,2,18.181818181818183,25.084894250783698
14,11,4,36.36363636363637,162.2415395950453
15,11,3,27.27272727272727,274.9390398184091
