day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,41.87374072929208
2,10,4,40.0,34.60725257580814
3,10,1,10.0,20.704776318371955
4,10,3,30.0,88.45692532590375
5,11,3,27.27272727272727,156.47875637665794
6,11,5,45.45454545454545,65.14409518347908
7,11,5,45.45454545454545,121.3834108519133
8,11,6,54.54545454545454,205.08799469824498
9,11,7,63.63636363636363,73.14481776140981
10,11,3,27.27272727272727,157.7015562811978
11,11,4,36.36363636363637,109.11381466914702
12,11,4,36.36363636363637,138.85935180566085
13,11,4,36.36363636363637,78.78428759083283
14,11,3,27.27272727272727,250.7735053434063
15,11,3,27.27272727272727,80.55853423782139
