day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,136.3757712799208
2,10,6,60.0,217.27185871117845
3,10,4,40.0,220.0854300684611
4,10,6,60.0,120.65163223910986
5,11,4,36.36363636363637,170.92333390926885
6,11,4,36.36363636363637,77.38773041127354
7,11,6,54.54545454545454,128.9955013396292
8,11,7,63.63636363636363,144.5838914894397
9,11,2,18.181818181818183,149.41971908771728
10,11,3,27.27272727272727,205.0659440186016
11,11,0,0.0,0.0
12,11,3,27.27272727272727,84.79384346671246
13,11,3,27.27272727272727,89.37431391520563
14,11,4,36.36363636363637,125.31688043664356
15,11,3,27.27272727272727,431.14854372456875
